continent,part,countrycode,value
ASIA,WEST,SA,Джидд*
ASIA,WEST,SA,Дахра*
ASIA,WEST,SA,Эт-Таиф*
ASIA,WEST,SA,Эр-Рияд*
ASIA,WEST,SA,Наджра*
ASIA,WEST,SA,Бурайд*
ASIA,WEST,SA,Эт-Тукб*
ASIA,WEST,SA,Эль-Хуфуф*
ASIA,WEST,SA,Эль-Хубар*
ASIA,WEST,SA,Эль-Хардж*
ASIA,WEST,SA,Эль-Катиф*
ASIA,WEST,SA,Эд-Дамм*
ASIA,WEST,SA,Саундовск*
ASIA,WEST,SA,Эль-Хавий*
ASIA,WEST,SA,Эль-Курай*
ASIA,WEST,SA,Эль-Джубайл*
ASIA,WEST,SA,Хамис-Мушайт*
ASIA,WEST,SA,Янбу-эль-Бахр*
ASIA,WEST,SA,Хафар-эль-Батин*
ASIA,WEST,SA,Абха
ASIA,WEST,SA,Хаил?
ASIA,WEST,SA,Табук*
ASIA,WEST,SA,Мекк?
ASIA,WEST,SA,Аръар*
ASIA,WEST,SA,Арави
AFRICA,EAST,RW,Ньянз*
AFRICA,EAST,RW,Кабуг*
AFRICA,EAST,RW,Бьюмб*
AFRICA,EAST,RW,Бутар*
AFRICA,EAST,RW,Умутар*
AFRICA,EAST,RW,Руханг*
AFRICA,EAST,RW,Кибунг*
AFRICA,EAST,RW,Гисен*
AFRICA,EAST,RW,Чьянгуг*
AFRICA,EAST,RW,Рухенгер*
AFRICA,EAST,RW,Рвамага*
AFRICA,EAST,RW,Ньягатар*
AFRICA,EAST,RW,Гиконгор*
AFRICA,EAST,RW,Кигал*
AFRICA,EAST,RW,Кибуе
AFRICA,EAST,RW,Руанд*
EUROPE,EAST,RU,Яхром*
EUROPE,EAST,RU,Ярцев*
EUROPE,EAST,RU,Яранск*
EUROPE,EAST,RU,Якутск*
EUROPE,EAST,RU,Югорск*
EUROPE,EAST,RU,Эртил*
EUROPE,EAST,RU,Элист*
EUROPE,EAST,RU,Щёкин*
EUROPE,EAST,RU,Шумих*
EUROPE,EAST,RU,Шатур*
EUROPE,EAST,RU,Чудов?
EUROPE,EAST,RU,Чёрмоз*
EUROPE,EAST,RU,Холмск*
EUROPE,EAST,RU,Фокин*
EUROPE,EAST,RU,Усман*
EUROPE,EAST,RU,Усинск*
EUROPE,EAST,RU,Удомл*
EUROPE,EAST,RU,Удмурт*
EUROPE,EAST,RU,Тюмен*
EUROPE,EAST,RU,Тульск*
EUROPE,EAST,RU,Туапс*
EUROPE,EAST,RU,Троицк*
EUROPE,EAST,RU,Тотьм*
EUROPE,EAST,RU,Торжок*
EUROPE,EAST,RU,Томмот*
EUROPE,EAST,RU,Томар*
EUROPE,EAST,RU,Тихвин*
EUROPE,EAST,RU,Тетюш*
EUROPE,EAST,RU,Темрюк*
EUROPE,EAST,RU,Тверск*
EUROPE,EAST,RU,Тарус*
EUROPE,EAST,RU,Талиц*
EUROPE,EAST,RU,Тайшет*
EUROPE,EAST,RU,Сургут*
EUROPE,EAST,RU,Спасск*
EUROPE,EAST,RU,Сольц*
EUROPE,EAST,RU,Сланц*
EUROPE,EAST,RU,Славск*
EUROPE,EAST,RU,Скопин*
EUROPE,EAST,RU,Сергач*
EUROPE,EAST,RU,Сельц*
EUROPE,EAST,RU,Сегеж*
EUROPE,EAST,RU,Свирск*
EUROPE,EAST,RU,Саянск*
EUROPE,EAST,RU,Сасов*
EUROPE,EAST,RU,Самар*
EUROPE,EAST,RU,Сальск*
EUROPE,EAST,RU,Салаир*
EUROPE,EAST,RU,Рязан*
EUROPE,EAST,RU,Рыльск*
EUROPE,EAST,RU,Рошал*
EUROPE,EAST,RU,Пущин*
EUROPE,EAST,RU,Покач?
EUROPE,EAST,RU,Плавск*
EUROPE,EAST,RU,Печор*
EUROPE,EAST,RU,Пермск*
EUROPE,EAST,RU,Оханск*
EUROPE,EAST,RU,Опочк*
EUROPE,EAST,RU,Олонец*
EUROPE,EAST,RU,Озёрск*
EUROPE,EAST,RU,Няган*
EUROPE,EAST,RU,Нурлат*
EUROPE,EAST,RU,Ненецк*
EUROPE,EAST,RU,Невел*
EUROPE,EAST,RU,Мышкин*
EUROPE,EAST,RU,Мытищ*
EUROPE,EAST,RU,Мценск*
EUROPE,EAST,RU,Мурин*
EUROPE,EAST,RU,Мураш*
EUROPE,EAST,RU,Москв*
EUROPE,EAST,RU,Моздок*
EUROPE,EAST,RU,Могоч*
EUROPE,EAST,RU,Миньяр*
EUROPE,EAST,RU,Микун*
EUROPE,EAST,RU,Мелеуз*
EUROPE,EAST,RU,Мезен*
EUROPE,EAST,RU,Медын*
EUROPE,EAST,RU,Мегион*
EUROPE,EAST,RU,Малмыж*
EUROPE,EAST,RU,Майкоп*
EUROPE,EAST,RU,Лянтор*
EUROPE,EAST,RU,Любан*
EUROPE,EAST,RU,Лысьв*
EUROPE,EAST,RU,Липецк*
EUROPE,EAST,RU,Лаган*
EUROPE,EAST,RU,Курга*
EUROPE,EAST,RU,Купин*
EUROPE,EAST,RU,Кунгур*
EUROPE,EAST,RU,Кукмор*
EUROPE,EAST,RU,Кстов*
EUROPE,EAST,RU,Котлас*
EUROPE,EAST,RU,Короч*
EUROPE,EAST,RU,Ковдор*
EUROPE,EAST,RU,Клинц*
EUROPE,EAST,RU,Кириш*
EUROPE,EAST,RU,Киржач*
EUROPE,EAST,RU,Кинел*
EUROPE,EAST,RU,Кизляр*
EUROPE,EAST,RU,Кашир*
EUROPE,EAST,RU,Карел**
EUROPE,EAST,RU,Каргат*
EUROPE,EAST,RU,Калуг*
EUROPE,EAST,RU,Калта*
EUROPE,EAST,RU,Казан*
EUROPE,EAST,RU,Ижевск*
EUROPE,EAST,RU,Игарк*
EUROPE,EAST,RU,Ивдел*
EUROPE,EAST,RU,Зуевк*
EUROPE,EAST,RU,Злынк*
EUROPE,EAST,RU,Заинск*
EUROPE,EAST,RU,Жиздр*
EUROPE,EAST,RU,Дрезн*
EUROPE,EAST,RU,Дигор*
EUROPE,EAST,RU,Гуков*
EUROPE,EAST,RU,Губкин*
EUROPE,EAST,RU,Губах*
EUROPE,EAST,RU,Вязьм*
EUROPE,EAST,RU,Высоцк*
EUROPE,EAST,RU,Выборг*
EUROPE,EAST,RU,Ворсм*
EUROPE,EAST,RU,Вольск*
EUROPE,EAST,RU,Волжск*
EUROPE,EAST,RU,Вичуг*
EUROPE,EAST,RU,Вельск*
EUROPE,EAST,RU,Валда*
EUROPE,EAST,RU,Буинск*
EUROPE,EAST,RU,Брянск*
EUROPE,EAST,RU,Братск*
EUROPE,EAST,RU,Болгар*
EUROPE,EAST,RU,Бесла*
EUROPE,EAST,RU,Бердск*
EUROPE,EAST,RU,Белов*
EUROPE,EAST,RU,Бежецк*
EUROPE,EAST,RU,Бакса*
EUROPE,EAST,RU,Баймак*
EUROPE,EAST,RU,Ачинск*
EUROPE,EAST,RU,Асбест*
EUROPE,EAST,RU,Амурск*
EUROPE,EAST,RU,Алейск*
EUROPE,EAST,RU,Алагир*
EUROPE,EAST,RU,Агинск*
EUROPE,EAST,RU,Абинск*
EUROPE,EAST,RU,Абака*
EUROPE,EAST,RU,Юрюзан*
EUROPE,EAST,RU,Юрьевец*
EUROPE,EAST,RU,Энгельс*
EUROPE,EAST,RU,Щёлков*
EUROPE,EAST,RU,Шумерл*
EUROPE,EAST,RU,Шелех*
EUROPE,EAST,RU,Шахун*
EUROPE,EAST,RU,Шагонар*
EUROPE,EAST,RU,Чухлом*
EUROPE,EAST,RU,Чусов*
EUROPE,EAST,RU,Чукотск*
EUROPE,EAST,RU,Читинск*
EUROPE,EAST,RU,Чеченск*
EUROPE,EAST,RU,Чердын*
EUROPE,EAST,RU,Чекалин*
EUROPE,EAST,RU,Харовск*
EUROPE,EAST,RU,Фрязин*
EUROPE,EAST,RU,Фролов*
EUROPE,EAST,RU,Устюжн*
EUROPE,EAST,RU,Узлов*
EUROPE,EAST,RU,Уваров*
EUROPE,EAST,RU,Тюменск*
EUROPE,EAST,RU,Туринск*
EUROPE,EAST,RU,Туймаз*
EUROPE,EAST,RU,Торопец*
EUROPE,EAST,RU,Тогучин*
EUROPE,EAST,RU,Тейков*
EUROPE,EAST,RU,Теберд*
EUROPE,EAST,RU,Татарск*
EUROPE,EAST,RU,Сычёвк*
EUROPE,EAST,RU,Сысерт*
EUROPE,EAST,RU,Сызран*
EUROPE,EAST,RU,Сусума*
EUROPE,EAST,RU,Суоярв*
EUROPE,EAST,RU,Суздал*
EUROPE,EAST,RU,Судогд*
EUROPE,EAST,RU,Сувор*
EUROPE,EAST,RU,Ступин*
EUROPE,EAST,RU,Стариц*
EUROPE,EAST,RU,Советск*
EUROPE,EAST,RU,Собинк*
EUROPE,EAST,RU,Семён*
EUROPE,EAST,RU,Сарат*
EUROPE,EAST,RU,Сарапул*
EUROPE,EAST,RU,Саранск*
EUROPE,EAST,RU,Самарск*
EUROPE,EAST,RU,Салават*
EUROPE,EAST,RU,Рязанск*
EUROPE,EAST,RU,Рыбинск*
EUROPE,EAST,RU,Ртищев*
EUROPE,EAST,RU,Россош*
EUROPE,EAST,RU,Пыть-Ях*
EUROPE,EAST,RU,Пушкин*
EUROPE,EAST,RU,Пугачёв*
EUROPE,EAST,RU,Псковск*
EUROPE,EAST,RU,Починок*
EUROPE,EAST,RU,Полесск*
EUROPE,EAST,RU,Петушк*
EUROPE,EAST,RU,Пестов*
EUROPE,EAST,RU,Перевоз*
EUROPE,EAST,RU,Павлов*
EUROPE,EAST,RU,Орловск*
EUROPE,EAST,RU,Обнинск*
EUROPE,EAST,RU,Облуч*
EUROPE,EAST,RU,Няндом*
EUROPE,EAST,RU,Нолинск*
EUROPE,EAST,RU,Ногинск*
EUROPE,EAST,RU,Нерехт*
EUROPE,EAST,RU,Находк*
EUROPE,EAST,RU,Нальчик*
EUROPE,EAST,RU,Назран*
EUROPE,EAST,RU,Можайск*
EUROPE,EAST,RU,Мещовск*
EUROPE,EAST,RU,Меленк*
EUROPE,EAST,RU,Мамадыш*
EUROPE,EAST,RU,Магада*
EUROPE,EAST,RU,Люберц*
EUROPE,EAST,RU,Лысков*
EUROPE,EAST,RU,Ленинск*
EUROPE,EAST,RU,Лакинск*
EUROPE,EAST,RU,Лаишев*
EUROPE,EAST,RU,Лабинск*
EUROPE,EAST,RU,Курлов*
EUROPE,EAST,RU,Кузнецк*
EUROPE,EAST,RU,Кудров*
EUROPE,EAST,RU,Кубинк*
EUROPE,EAST,RU,Котовск*
EUROPE,EAST,RU,Корякск*
EUROPE,EAST,RU,Коряжм*
EUROPE,EAST,RU,Королёв*
EUROPE,EAST,RU,Коркин*
EUROPE,EAST,RU,Копейск*
EUROPE,EAST,RU,Коломн*
EUROPE,EAST,RU,Кодинск*
EUROPE,EAST,RU,Когал*
EUROPE,EAST,RU,Кировск*
EUROPE,EAST,RU,Киренск*
EUROPE,EAST,RU,Кинешм*
EUROPE,EAST,RU,Кимовск*
EUROPE,EAST,RU,Катайск*
EUROPE,EAST,RU,Картал*
EUROPE,EAST,RU,Карасук*
EUROPE,EAST,RU,Карабаш*
EUROPE,EAST,RU,Камышин*
EUROPE,EAST,RU,Камызяк*
EUROPE,EAST,RU,Калязин*
EUROPE,EAST,RU,Калужск*
EUROPE,EAST,RU,Ишимба*
EUROPE,EAST,RU,Искит*
EUROPE,EAST,RU,Иркутск*
EUROPE,EAST,RU,Ипатов*
EUROPE,EAST,RU,Иванов*
EUROPE,EAST,RU,Зверев*
EUROPE,EAST,RU,Заринск*
EUROPE,EAST,RU,Зарайск*
EUROPE,EAST,RU,Задонск*
EUROPE,EAST,RU,Жуковк*
EUROPE,EAST,RU,Ефрем*
EUROPE,EAST,RU,Елизов*
EUROPE,EAST,RU,Елабуг*
EUROPE,EAST,RU,Дюртюл*
EUROPE,EAST,RU,Дудинк*
EUROPE,EAST,RU,Дубовк*
EUROPE,EAST,RU,Донск*
EUROPE,EAST,RU,Долинск*
EUROPE,EAST,RU,Дмитр*
EUROPE,EAST,RU,Дербент*
EUROPE,EAST,RU,Демид*
EUROPE,EAST,RU,Дедовск*
EUROPE,EAST,RU,Данил*
EUROPE,EAST,RU,Грозн*
EUROPE,EAST,RU,Городец*
EUROPE,EAST,RU,Гатчин*
EUROPE,EAST,RU,Вязник*
EUROPE,EAST,RU,Вытегр*
EUROPE,EAST,RU,Воронеж*
EUROPE,EAST,RU,Воркут*
EUROPE,EAST,RU,Вологд*
EUROPE,EAST,RU,Ветлуг*
EUROPE,EAST,RU,Валуйк*
EUROPE,EAST,RU,Бузулук*
EUROPE,EAST,RU,Боровск*
EUROPE,EAST,RU,Болог*
EUROPE,EAST,RU,Бодайб*
EUROPE,EAST,RU,Богучар*
EUROPE,EAST,RU,Боготол*
EUROPE,EAST,RU,Белеб*
EUROPE,EAST,RU,Батайск*
EUROPE,EAST,RU,Барнаул*
EUROPE,EAST,RU,Балаш*
EUROPE,EAST,RU,Балахн*
EUROPE,EAST,RU,Бабаев*
EUROPE,EAST,RU,Аткарск*
EUROPE,EAST,RU,Аркадак*
EUROPE,EAST,RU,Арзамас*
EUROPE,EAST,RU,Ардат*
EUROPE,EAST,RU,Арамил*
EUROPE,EAST,RU,Апатит*
EUROPE,EAST,RU,Ангарск*
EUROPE,EAST,RU,Анадыр*
EUROPE,EAST,RU,Алтайск*
EUROPE,EAST,RU,Алзама*
EUROPE,EAST,RU,Алексин*
EUROPE,EAST,RU,Алатыр*
EUROPE,EAST,RU,Агидел*
EUROPE,EAST,RU,Шенкурск*
EUROPE,EAST,RU,Шебекин*
EUROPE,EAST,RU,Шарыпов*
EUROPE,EAST,RU,Шадринск*
EUROPE,EAST,RU,Чкаловск*
EUROPE,EAST,RU,Чернушк*
EUROPE,EAST,RU,Черкесск*
EUROPE,EAST,RU,Чаплыгин*
EUROPE,EAST,RU,Чапаевск*
EUROPE,EAST,RU,Цимлянск*
EUROPE,EAST,RU,Цивильск*
EUROPE,EAST,RU,Хотьков*
EUROPE,EAST,RU,Хвалынск*
EUROPE,EAST,RU,Хасавюрт*
EUROPE,EAST,RU,Хараба*
EUROPE,EAST,RU,Фурман*
EUROPE,EAST,RU,Усть-Кут*
EUROPE,EAST,RU,Урюпинск*
EUROPE,EAST,RU,Улан-Удэ*
EUROPE,EAST,RU,Тырныауз*
EUROPE,EAST,RU,Тольятт*
EUROPE,EAST,RU,Тобольск*
EUROPE,EAST,RU,Тихорецк*
EUROPE,EAST,RU,Темник*
EUROPE,EAST,RU,Таштагол*
EUROPE,EAST,RU,Тамбовск*
EUROPE,EAST,RU,Таймырск*
EUROPE,EAST,RU,Таганрог*
EUROPE,EAST,RU,Сухинич*
EUROPE,EAST,RU,Струнин*
EUROPE,EAST,RU,Стародуб*
EUROPE,EAST,RU,Сретенск*
EUROPE,EAST,RU,Снежинск*
EUROPE,EAST,RU,Смоленск*
EUROPE,EAST,RU,Слюдянк*
EUROPE,EAST,RU,Серпух*
EUROPE,EAST,RU,Сердобск*
EUROPE,EAST,RU,Сенгил*
EUROPE,EAST,RU,Семилук*
EUROPE,EAST,RU,Сафонов*
EUROPE,EAST,RU,Салехард*
EUROPE,EAST,RU,Рузаевк*
EUROPE,EAST,RU,Рубцовск*
EUROPE,EAST,RU,Ростовск*
EUROPE,EAST,RU,Рославл*
EUROPE,EAST,RU,Радужн*
EUROPE,EAST,RU,Пыталов*
EUROPE,EAST,RU,Пустошк*
EUROPE,EAST,RU,Протвин*
EUROPE,EAST,RU,Приморск*
EUROPE,EAST,RU,Полярн*
EUROPE,EAST,RU,Поворин*
EUROPE,EAST,RU,Пикалёв*
EUROPE,EAST,RU,Петухов*
EUROPE,EAST,RU,Петровск*
EUROPE,EAST,RU,Пересвет*
EUROPE,EAST,RU,Пензенск*
EUROPE,EAST,RU,Павловск*
EUROPE,EAST,RU,Отрадн*
EUROPE,EAST,RU,Осташк*
EUROPE,EAST,RU,Осинник*
EUROPE,EAST,RU,Оренбург*
EUROPE,EAST,RU,Окуловк*
EUROPE,EAST,RU,Одинцов*
EUROPE,EAST,RU,Ноябрьск*
EUROPE,EAST,RU,Норильск*
EUROPE,EAST,RU,Новосил*
EUROPE,EAST,RU,Новорж*
EUROPE,EAST,RU,Никольск*
EUROPE,EAST,RU,Нестер*
EUROPE,EAST,RU,Нерюнгр*
EUROPE,EAST,RU,Нерчинск*
EUROPE,EAST,RU,Нелидов*
EUROPE,EAST,RU,Невьянск*
EUROPE,EAST,RU,Невельск*
EUROPE,EAST,RU,Нартка*
EUROPE,EAST,RU,Назаров*
EUROPE,EAST,RU,Наволок*
EUROPE,EAST,RU,Навашин*
EUROPE,EAST,RU,Мурманск*
EUROPE,EAST,RU,Московск*
EUROPE,EAST,RU,Мосальск*
EUROPE,EAST,RU,Моршанск*
EUROPE,EAST,RU,Михайл*
EUROPE,EAST,RU,Межгор*
EUROPE,EAST,RU,Мариинск*
EUROPE,EAST,RU,Мамонов*
EUROPE,EAST,RU,Малгобек*
EUROPE,EAST,RU,Макушин*
EUROPE,EAST,RU,Людинов*
EUROPE,EAST,RU,Луховиц*
EUROPE,EAST,RU,Лукоян*
EUROPE,EAST,RU,Лебедян*
EUROPE,EAST,RU,Лангепас*
EUROPE,EAST,RU,Ладушкин*
EUROPE,EAST,RU,Курчат*
EUROPE,EAST,RU,Курчал*
EUROPE,EAST,RU,Куртамыш*
EUROPE,EAST,RU,Курильск*
EUROPE,EAST,RU,Курганск*
EUROPE,EAST,RU,Кумерта*
EUROPE,EAST,RU,Кулебак*
EUROPE,EAST,RU,Куйбыш*
EUROPE,EAST,RU,Кудымкар*
EUROPE,EAST,RU,Кувандык*
EUROPE,EAST,RU,Кремёнк*
EUROPE,EAST,RU,Костром*
EUROPE,EAST,RU,Корсак*
EUROPE,EAST,RU,Кондров*
EUROPE,EAST,RU,Конаков*
EUROPE,EAST,RU,Коммунар*
EUROPE,EAST,RU,Кологр*
EUROPE,EAST,RU,Козловк*
EUROPE,EAST,RU,Козельск*
EUROPE,EAST,RU,Кирсан*
EUROPE,EAST,RU,Кирилл*
EUROPE,EAST,RU,Киреевск*
EUROPE,EAST,RU,Кизилюрт*
EUROPE,EAST,RU,Кемеров*
EUROPE,EAST,RU,Кедров*
EUROPE,EAST,RU,Качканар*
EUROPE,EAST,RU,Каспийск*
EUROPE,EAST,RU,Карпинск*
EUROPE,EAST,RU,Карача*
EUROPE,EAST,RU,Камышл*
EUROPE,EAST,RU,Камчатск*
EUROPE,EAST,RU,Камбарк*
EUROPE,EAST,RU,Кадник*
EUROPE,EAST,RU,Кабардин*
EUROPE,EAST,RU,Иланск*
EUROPE,EAST,RU,Избербаш*
EUROPE,EAST,RU,Ивановск*
EUROPE,EAST,RU,Знаменск*
EUROPE,EAST,RU,Златоуст*
EUROPE,EAST,RU,Заречн*
EUROPE,EAST,RU,Заозёрск*
EUROPE,EAST,RU,Заволж*
EUROPE,EAST,RU,Заволжск*
EUROPE,EAST,RU,Жирновск*
EUROPE,EAST,RU,Жердевк*
EUROPE,EAST,RU,Ермолин*
EUROPE,EAST,RU,Енисейск*
EUROPE,EAST,RU,Дятьков*
EUROPE,EAST,RU,Добрянк*
EUROPE,EAST,RU,Дегтярск*
EUROPE,EAST,RU,Дагеста*
EUROPE,EAST,RU,Гурьевск*
EUROPE,EAST,RU,Гудермес*
EUROPE,EAST,RU,Грязовец*
EUROPE,EAST,RU,Горбат*
EUROPE,EAST,RU,Голицын*
EUROPE,EAST,RU,Гаджиев*
EUROPE,EAST,RU,Воткинск*
EUROPE,EAST,RU,Волосов*
EUROPE,EAST,RU,Владимир*
EUROPE,EAST,RU,Буйнакск*
EUROPE,EAST,RU,Бугульм*
EUROPE,EAST,RU,Бронниц*
EUROPE,EAST,RU,Бородин*
EUROPE,EAST,RU,Борович*
EUROPE,EAST,RU,Болохов*
EUROPE,EAST,RU,Болотн*
EUROPE,EAST,RU,Билибин*
EUROPE,EAST,RU,Белорецк*
EUROPE,EAST,RU,Белгород*
EUROPE,EAST,RU,Балтийск*
EUROPE,EAST,RU,Балаших*
EUROPE,EAST,RU,Балаков*
EUROPE,EAST,RU,Бабушкин*
EUROPE,EAST,RU,Арсен*
EUROPE,EAST,RU,Адыгейск*
EUROPE,EAST,RU,Абдулин*
EUROPE,EAST,RU,Ясногорск*
EUROPE,EAST,RU,Ярославск*
EUROPE,EAST,RU,Ярославл*
EUROPE,EAST,RU,Шимановск*
EUROPE,EAST,RU,Чистопол*
EUROPE,EAST,RU,Череповец*
EUROPE,EAST,RU,Черемхов*
EUROPE,EAST,RU,Челябинск*
EUROPE,EAST,RU,Чебоксар*
EUROPE,EAST,RU,Чебаркул*
EUROPE,EAST,RU,Хадыженск*
EUROPE,EAST,RU,Хабаровск*
EUROPE,EAST,RU,Уссурийск*
EUROPE,EAST,RU,Ульяновск*
EUROPE,EAST,RU,Тюкалинск*
EUROPE,EAST,RU,Трубчевск*
EUROPE,EAST,RU,Тимашёвск*
EUROPE,EAST,RU,Татарста*
EUROPE,EAST,RU,Сясьстр*
EUROPE,EAST,RU,Сыктывкар*
EUROPE,EAST,RU,Стрежев*
EUROPE,EAST,RU,Сосенск*
EUROPE,EAST,RU,Сортава*
EUROPE,EAST,RU,Сорочинск*
EUROPE,EAST,RU,Соликамск*
EUROPE,EAST,RU,Солигалич*
EUROPE,EAST,RU,Славгород*
EUROPE,EAST,RU,Сертолов*
EUROPE,EAST,RU,Сахалинск*
EUROPE,EAST,RU,Саратовск*
EUROPE,EAST,RU,Раменск*
EUROPE,EAST,RU,Пятигорск*
EUROPE,EAST,RU,Приозерск*
EUROPE,EAST,RU,Приволжск*
EUROPE,EAST,RU,Правдинск*
EUROPE,EAST,RU,Пошехон*
EUROPE,EAST,RU,Поронайск*
EUROPE,EAST,RU,Полысаев*
EUROPE,EAST,RU,Полевск*
EUROPE,EAST,RU,Омутнинск*
EUROPE,EAST,RU,Олёкминск*
EUROPE,EAST,RU,Октябрьск*
EUROPE,EAST,RU,Нариман*
EUROPE,EAST,RU,Морозовск*
EUROPE,EAST,RU,Мичуринск*
EUROPE,EAST,RU,Минусинск*
EUROPE,EAST,RU,Миллеров*
EUROPE,EAST,RU,Махачка*
EUROPE,EAST,RU,Мантуров*
EUROPE,EAST,RU,Магаданск*
EUROPE,EAST,RU,Лыткарин*
EUROPE,EAST,RU,Лермонт*
EUROPE,EAST,RU,Куровск*
EUROPE,EAST,RU,Кувшинов*
EUROPE,EAST,RU,Кропоткин*
EUROPE,EAST,RU,Краснодар*
EUROPE,EAST,RU,Красавин*
EUROPE,EAST,RU,Котельнич*
EUROPE,EAST,RU,Костромск*
EUROPE,EAST,RU,Костерёв*
EUROPE,EAST,RU,Кореновск*
EUROPE,EAST,RU,Кораблин*
EUROPE,EAST,RU,Кондопог*
EUROPE,EAST,RU,Колпашев*
EUROPE,EAST,RU,Ковылкин*
EUROPE,EAST,RU,Княгинин*
EUROPE,EAST,RU,Киселёвск*
EUROPE,EAST,RU,Кировград*
EUROPE,EAST,RU,Кингисепп*
EUROPE,EAST,RU,Кемеровск*
EUROPE,EAST,RU,Каргопол*
EUROPE,EAST,RU,Карабулак*
EUROPE,EAST,RU,Камешков*
EUROPE,EAST,RU,Калининск*
EUROPE,EAST,RU,Калачинск*
EUROPE,EAST,RU,Исилькул*
EUROPE,EAST,RU,Иннополис*
EUROPE,EAST,RU,Ивангород*
EUROPE,EAST,RU,Зерноград*
EUROPE,EAST,RU,Звенигов*
EUROPE,EAST,RU,Заозёрн*
EUROPE,EAST,RU,Закаменск*
EUROPE,EAST,RU,Завитинск*
EUROPE,EAST,RU,Жуковск*
EUROPE,EAST,RU,Жигулёвск*
EUROPE,EAST,RU,Ессентук*
EUROPE,EAST,RU,Егорьевск*
EUROPE,EAST,RU,Духовщин*
EUROPE,EAST,RU,Дорогобуж*
EUROPE,EAST,RU,Дмитровск*
EUROPE,EAST,RU,Далматов*
EUROPE,EAST,RU,Грайворон*
EUROPE,EAST,RU,Гороховец*
EUROPE,EAST,RU,Геленджик*
EUROPE,EAST,RU,Гвардейск*
EUROPE,EAST,RU,Вяземск*
EUROPE,EAST,RU,Высоковск*
EUROPE,EAST,RU,Воронежск*
EUROPE,EAST,RU,Володарск*
EUROPE,EAST,RU,Вологодск*
EUROPE,EAST,RU,Волгоград*
EUROPE,EAST,RU,Вихоревк*
EUROPE,EAST,RU,Вилючинск*
EUROPE,EAST,RU,Верхоянск*
EUROPE,EAST,RU,Богородск*
EUROPE,EAST,RU,Бирюсинск*
EUROPE,EAST,RU,Березник*
EUROPE,EAST,RU,Белоусов*
EUROPE,EAST,RU,Беломорск*
EUROPE,EAST,RU,Белозерск*
EUROPE,EAST,RU,Белинск*
EUROPE,EAST,RU,Барабинск*
EUROPE,EAST,RU,Байкальск*
EUROPE,EAST,RU,Ахтубинск*
EUROPE,EAST,RU,Астрахан*
EUROPE,EAST,RU,Артёмовск*
EUROPE,EAST,RU,Апшеронск*
EUROPE,EAST,RU,Апрелевк*
EUROPE,EAST,RU,Алапаевск*
EUROPE,EAST,RU,Азнакаев*
EUROPE,EAST,RU,Ялуторовск*
EUROPE,EAST,RU,Черняховск*
EUROPE,EAST,RU,Черногорск*
EUROPE,EAST,RU,Черепанов*
EUROPE,EAST,RU,Чайковск*
EUROPE,EAST,RU,Усть-Ката*
EUROPE,EAST,RU,Трёхгорн*
EUROPE,EAST,RU,Тарко-Сал*
EUROPE,EAST,RU,Суровикин*
EUROPE,EAST,RU,Ставропол*
EUROPE,EAST,RU,Сосногорск*
EUROPE,EAST,RU,Соль-Илецк*
EUROPE,EAST,RU,Слободск*
EUROPE,EAST,RU,Севастопол*
EUROPE,EAST,RU,Светогорск*
EUROPE,EAST,RU,Светлоград*
EUROPE,EAST,RU,Свердловск*
EUROPE,EAST,RU,Саяногорск*
EUROPE,EAST,RU,Рассказов*
EUROPE,EAST,RU,Райчихинск*
EUROPE,EAST,RU,Пролетарск*
EUROPE,EAST,RU,Подпорож*
EUROPE,EAST,RU,Питкярант*
EUROPE,EAST,RU,Пионерск*
EUROPE,EAST,RU,Партизанск*
EUROPE,EAST,RU,Палласовк*
EUROPE,EAST,RU,Острогожск*
EUROPE,EAST,RU,Оренбургск*
EUROPE,EAST,RU,Оленегорск*
EUROPE,EAST,RU,Новоузенск*
EUROPE,EAST,RU,Новотроицк*
EUROPE,EAST,RU,Новозыбк*
EUROPE,EAST,RU,Новодвинск*
EUROPE,EAST,RU,Новгородск*
EUROPE,EAST,RU,Николаевск*
EUROPE,EAST,RU,Нижнекамск*
EUROPE,EAST,RU,Нефтекумск*
EUROPE,EAST,RU,Нефтекамск*
EUROPE,EAST,RU,Нефтегорск*
EUROPE,EAST,RU,Нарьян-Мар*
EUROPE,EAST,RU,Называевск*
EUROPE,EAST,RU,Муравленк*
EUROPE,EAST,RU,Мончегорск*
EUROPE,EAST,RU,Михайловск*
EUROPE,EAST,RU,Михайловк*
EUROPE,EAST,RU,Мензелинск*
EUROPE,EAST,RU,Медногорск*
EUROPE,EAST,RU,Лихославл*
EUROPE,EAST,RU,Лабытнанг*
EUROPE,EAST,RU,Курганинск*
EUROPE,EAST,RU,Красноярск*
EUROPE,EAST,RU,Котельник*
EUROPE,EAST,RU,Костомукш*
EUROPE,EAST,RU,Кольчугин*
EUROPE,EAST,RU,Кисловодск*
EUROPE,EAST,RU,Карачаевск*
EUROPE,EAST,RU,Карабанов*
EUROPE,EAST,RU,Кандалакш*
EUROPE,EAST,RU,Йошкар-Ол*
EUROPE,EAST,RU,Ивантеевк*
EUROPE,EAST,RU,Звенигород*
EUROPE,EAST,RU,Заполярн*
EUROPE,EAST,RU,Домодедов*
EUROPE,EAST,RU,Дивногорск*
EUROPE,EAST,RU,Десногорск*
EUROPE,EAST,RU,Гулькевич*
